DisplayId,ModelId,CreatureModelScale
18983,2209,1
18984,2208,1
18985,2209,1
18986,2209,1
18987,2384,0.5
18988,2534,8
18989,373,0.45
18990,2379,2
18991,60,1
18992,51,1
18993,52,1
18994,51,1
18995,51,1
18996,2411,1
18997,2433,8
18998,2394,3.5
18999,831,1.1
19000,831,1.2
19001,49,1
19002,50,1
19003,1871,1.5
19004,832,1
19005,182,1
19006,2380,0.7
19007,2380,0.5
19008,2208,1
19009,951,0.5
19010,951,0.5
19011,951,0.5
19012,951,0.5
19013,771,1
19014,1911,1.5
19015,51,1.35
19016,51,1.2
19017,51,1.25
19018,2210,1.5
19019,2209,1.15
19020,951,0.5
19021,2289,0.75
19022,59,1
19023,1711,0.7
19024,1711,0.7
19025,1711,0.7
19026,1711,0.7
19027,1914,0.7
19028,51,1.5
19029,2380,0.8
19030,951,0.7
19031,951,0.7
19033,951,0.7
19034,951,0.7
19035,2275,2
19036,217,1.5
19037,831,1
19038,831,1
19039,1911,1.3
19040,217,1.3
19041,51,1
19042,73,1.3
19043,831,1.2
19044,44,1.3
19045,2208,1.3
19046,831,1
19047,831,1
19048,2209,1.25
19049,2208,1.25
19050,2209,2
19051,2208,2
19052,2208,2
19053,2209,1
19054,2209,1
19055,2208,1
19056,2208,1
19057,2248,1
19058,2453,1
19059,2454,1
19060,2455,1
19061,2456,1
19062,2454,1.25
19063,2456,1.25
19064,2454,2
19065,2453,1.75
19066,2455,1.75
19067,2204,1.75
19069,182,1.2
19070,2394,1.5
19071,2457,1
19072,2423,1.2
19073,2458,1
19074,2459,1
19075,2460,1
19076,831,1
19077,831,1
19078,49,1.1
19079,831,1
19080,2250,1
19081,2248,1
19082,2250,1
19083,51,0.4
19084,2208,1
19085,1952,1
19086,50,1
19087,49,1
19088,831,1
19089,49,1
19090,2423,2.25
19091,2462,1
19092,2463,1
19093,2335,0.5
19094,2423,1.25
19095,2423,1.15
19096,2423,2.5
19097,2423,2
19098,2423,2
19099,2248,1
19100,2250,1
19101,2250,1
19102,2248,1
19103,2248,1
19104,2248,1
19105,2423,1.35
19106,2250,1
19107,2250,1
19108,2367,1
19109,49,2
19110,2289,1
19111,2208,1.25
19112,2432,1
19113,1871,1.25
19114,2397,2.5
19115,2209,1.1
19116,2209,1.1
19117,2208,1.1
19118,2208,1.1
19119,2209,1.1
19120,2209,1.1
19121,2209,1.1
19122,2209,1.1
19123,2208,1.1
19124,2208,1.1
19125,2209,1.1
19126,2209,1.1
19127,49,1
19128,49,1
19129,49,1
19130,2248,1.2
19131,2248,1.2
19132,2250,1.2
19134,2248,1
19135,2455,1.3
19136,2248,1
19137,2250,1
19138,2250,1
19139,851,1
19140,2250,1
19141,332,2.5
19142,89,1.5
19143,2208,1
19144,2463,1
19145,2248,1
19147,2250,1
19148,2299,1
19149,49,1
19150,2208,1.2
19151,831,1
19152,2273,1
19153,2248,1.1
19154,2248,1
19155,2209,1
19156,49,1
19157,2208,1
19158,2248,1
19159,53,1
19160,182,1
19161,832,1
19162,2467,3
19163,2285,1.3
19164,2402,1.75
19165,2266,2
19166,2209,2
19167,831,1
19168,2276,2
19169,2209,1
19170,2208,1
19171,2250,1
19172,2248,1
19173,54,1
19174,53,1
19175,183,1
19176,182,1
19177,50,1
19178,49,1
19179,56,1
19180,55,1
19181,52,1
19182,51,1
19183,60,1
19184,59,1
19185,186,1
19186,185,1
19187,58,1
19188,57,1
19189,2278,1.5
19190,2278,2
19191,2386,2
19192,2208,1
19193,2209,1
19194,2248,1
19195,2250,1
19196,2379,1.5
19197,831,1
19198,831,1
19199,37,2
19200,2320,2
19201,2266,1.75
19202,2208,1.2
19203,831,1
19204,2209,1.1
19205,2208,1.25
19206,182,1
19207,832,1
19208,185,1
19209,2208,1
19210,2209,1
19211,2472,1
19212,2271,1
19213,2248,1
19214,2424,4
19215,2530,0.5
19216,2248,1.1
19217,2209,1
19218,2466,1
19219,2464,1
19220,2464,1
19221,2483,1.6
19222,49,1.1
19223,2464,1.6
19224,831,1.2
19225,832,1.2
19226,831,1.2
19227,2272,0.75
19228,49,1.2
19229,50,1.2
19230,2272,0.75
19231,2248,1
19232,2248,1
19233,2248,1
19234,2248,1
19235,2248,1
19236,2248,1
19237,2208,1
19238,2208,1
19239,182,1
19240,2473,1
19241,2474,1
19242,58,1.1
19243,52,1.1
19244,53,1.1
19245,56,1.1
19246,57,1
19247,51,1.1
19248,49,1
19249,1631,2.5
19250,2475,1
19251,2423,3
19252,2439,1
19253,51,1
19254,2275,1.5
19255,2274,1.5
19256,53,1
19257,2477,1.5
19258,2388,1.5
19259,2425,1
19260,2478,1
19261,831,1
19262,831,1
19263,831,1
19264,831,1
19265,831,1
19266,831,1
19267,2208,1.35
19268,2209,1.35
19269,177,1.75
19270,203,2.75
19271,2209,0.65
19272,2479,1.5
19273,2480,1
19274,2424,4
19275,2271,1.3
19276,2281,1
19277,2281,1.2
19278,50,1
19279,1891,2
19280,2250,1
19281,183,1
19282,2209,1
19283,1731,1
19284,49,1
19285,2210,3
19286,2210,3
19287,2210,3
19288,2210,3
19289,2380,0.4
19290,2380,0.4
19291,2380,0.4
19292,2380,0.4
19293,1851,1.5
19294,2424,2.5
19295,2386,2
19296,1191,1
19297,2367,1
19298,2363,1
19299,2363,2.5
19300,2266,2.5
19301,2266,2
19302,2482,1
19303,2484,1.1
19304,207,3
19305,74,1
19306,50,1
19307,50,1
19308,49,1
19309,49,1
19310,50,1
19311,50,1
19312,49,1
19313,49,1
19314,2485,1
19315,2486,1
19316,2209,1.25
19317,2208,1.25
19318,2462,1
19319,51,1
19320,51,1
19321,115,1
19322,2208,1
19323,2208,1
19324,2482,2.5
19325,2488,2.5
19326,2480,1.75
19327,50,1.15
19328,49,1.15
19329,391,3
19330,2210,2
19331,2210,2
19332,2488,2.5
19333,2250,1
19334,52,1
19335,2462,1
19336,2208,1
19337,2423,0.8
19338,2393,4
19339,832,1
19340,832,1
19341,832,1
19342,831,1
19343,831,1
19344,371,3
19345,2299,1.4
19346,51,1.4
19347,43,2.25
19348,2250,1
19349,2248,1
19350,2248,1
19351,2248,1
19353,51,1.2
19354,49,1
19355,52,1
19356,51,1
19357,2506,0.25
19358,2424,7
19359,2424,1
19360,2353,1.5
19361,2353,1.5
19362,2353,1.5
19363,2353,1.5
19364,2353,1.5
19365,2354,1.7
19366,2354,2
19367,2439,1.5
19368,1851,1
19369,2438,1
19370,2438,1.3
19371,2478,0.9
19372,2449,2
19373,2489,0.5
19374,2400,1.15
19375,2484,1.1
19376,2484,1.1
19377,2484,1.1
19378,2484,1.1
19379,50,1.25
19380,2209,1
19381,2209,1
19382,49,1
19383,2488,0.25
19384,2208,1
19385,2208,1
19386,2208,1.6
19387,2209,1.6
19388,2208,1.8
19390,2208,1.6
19391,2209,1.6
19392,2208,1.8
19393,2209,1.8
19394,2208,1.5
19396,2208,2
19397,2209,2
19398,2208,2
19399,2209,2
19400,2490,2
19401,2490,1
19402,2208,1
19403,2490,1
19404,2490,1
19405,2490,1
19406,2490,1
19407,2490,1
19408,2439,1
19409,2208,1
19410,2266,3
19411,2208,1.35
19412,2208,1.5
19413,2209,1.5
19414,2488,2.75
19415,2276,1.25
19416,2490,1.5
19417,831,1
19418,831,1
19419,831,1
19420,832,1
19421,832,1
19422,73,0.45
19423,2208,2
19424,2209,2
19425,60,1
19426,59,1
19427,59,1
19428,186,1
19429,185,1
19430,185,1
19431,50,1
19432,49,1
19433,49,1
19434,49,1
19435,2210,5
19436,2210,2.5
19437,2280,1
19438,2474,2
19439,2208,1.1
19440,2208,1.1
19441,2209,1.1
19442,2209,1.1
19443,2209,1.1
19444,2209,1.1
19445,2208,1.1
19446,2208,1.1
19447,2299,1.4
19448,2208,1.1
19449,2208,1.1
19450,2209,1.1
19451,2209,1.1
19452,2208,1.1
19453,2208,1.1
19454,2289,0.75
19455,2380,1.15
19456,69,2.5
19458,2482,2.5
19459,2208,1.1
19460,2208,1.1
19461,2209,1.1
19462,2209,1.1
19463,2208,1.1
19464,2209,1.1
19465,2209,1.1
19466,2209,1.1
19467,2208,1.1
19468,2208,1.1
19469,2208,1.1
19470,2208,1.5
19471,2209,1.5
19472,2208,1.5
19473,2209,1.5
19474,2208,2
19475,2209,2
19476,2248,1
19477,2250,1
19478,2434,1
19479,2434,1
19480,2434,1
19481,50,1
19482,2435,1
19483,2435,1
19484,2435,1
19485,33,2.75
19486,2274,2
19487,2209,1.2
19488,2209,1.2
19489,2208,1.2
19490,2208,1.2
19491,2209,1.1
19492,2208,1.1
19493,2209,1.1
19494,2208,1.1
19495,2208,1.1
19496,2209,1.1
19497,2367,1
19498,52,1
19499,2208,1.5
19500,2209,1.5
19501,2272,1.25
19502,831,1
19503,2208,1.8
19504,2209,1.8
19505,2209,1.8
19506,2209,1.8
19507,2208,2
19508,2209,2
19509,2248,1
19510,2250,1
19511,2209,1.1
19512,2209,1.1
19513,2208,1.1
19514,2209,1.1
19515,2208,1
19516,2208,0.9
19517,2209,0.9
19518,2209,1.1
19519,52,1
19520,60,1
19521,59,1
19522,49,1
19523,51,1
19524,831,2
19525,2361,2
19526,2209,1
19527,2207,1
19528,2207,2
19529,2207,1
19530,2207,1
19531,43,2.5
19532,51,1.3
19533,57,1.3
19534,52,1.3
19535,54,1.3
19536,55,1.3
19537,2510,1
19538,49,1.3
19539,182,1
19540,2289,1.75
19541,49,1.1
19542,49,1.1
19543,49,1.15
19544,49,1.1
19545,50,1.1
19546,49,1
19547,49,1.2
19548,49,1.1
19549,49,1
19550,49,1
19551,49,1.1
19552,49,1.15
19553,49,1
19554,2490,0.5
19555,2248,1.3
19556,49,1
19557,49,1
19558,49,1
19559,49,1
19560,49,1
19561,49,1
19562,49,1
19563,49,1
19564,2248,1
19565,49,1
19566,49,1
19567,53,1
19568,49,1
19569,2248,1
19570,2250,1
19571,2250,1
19572,2209,1.3
19573,2209,1
19574,2209,1
19575,49,1.25
19576,2208,1
19577,2208,1
19578,2208,1
19579,2449,1
19580,831,1
19581,2491,2.5
19582,2491,1.5
19583,2491,2
19584,2491,0.75
19585,2491,3.5
19586,2361,1
19587,2361,1
19588,2361,1
19589,2361,1
19590,2278,1
19591,68,1
19592,2320,1.5
19593,2278,1.5
19594,2320,1.6
19595,1731,0.8
19596,2209,1
19597,2360,1
19598,2250,1
19599,2360,1
19600,2210,0.75
19601,49,1
19602,49,1
19603,155,1
19604,2310,1.3
19605,2310,1.3
19606,2310,1.3
19607,2499,1
19608,2501,1
19609,2500,1
19610,155,1.2
19611,2290,2
19612,49,1
19613,50,1
19614,182,1
19615,50,1
19616,2290,2
19617,49,0.4
19618,2290,2
19619,79,1.25
19620,103,1
19621,2320,2
19622,2208,1
19623,2208,1
19624,2208,1
19625,2208,1
19626,2423,1
19627,2423,1.25
19628,2542,1.5
19629,2423,1.35
19630,2423,1.6
19631,2423,1
19632,2423,1.15
19633,2542,2.5
19634,2289,0.5
19635,2542,1.3
19636,2423,1.35
19637,2542,1.45
19638,2423,1.5
19639,2276,2.5
19640,2475,1.6
19641,49,1
19642,49,1
19643,51,1.3
19644,51,1.3
19645,2423,1
19646,2423,1
19647,2423,1
19648,2423,1.6
19649,2423,1
19650,2423,1
19651,2423,1
19652,2423,1
19653,2423,1.25
19654,2423,1
19655,2423,1
19656,2423,1.25
19657,2542,1.45
19658,2321,2
19659,2266,0.6
19660,2209,1
19661,2542,1.5
19662,69,1.5
19663,2363,0.75
19664,2209,1
19665,186,1
19666,185,1.2
19667,2335,4
19668,2502,2
19669,2363,0.45
19670,132,0.5
19671,2423,1
19672,2207,2
19673,2207,2
19674,2207,2
19675,2423,1.25
19676,2542,0.35
19677,2335,4
19678,2282,1.5
19679,2522,1
19680,2442,1.5
19681,2393,2
19682,2384,1
19683,2208,2.25
19684,2423,0.35
19685,2363,0.55
19686,2423,2.5
19687,2402,1.25
19688,2482,1
19689,2482,0.85
19690,2210,5
19691,2335,4
19692,2423,1
19693,2248,1
19694,2371,2.5
19695,2285,1.5
19696,2464,1.6
19697,2423,1.25
19698,2208,1.1
19699,2248,1
19701,2207,0.5
19702,1871,0.75
19703,2208,1
19704,2295,1.3
19705,1231,2
19706,2208,1.2
19707,2208,1.2
19708,2211,1.1
19709,2295,1.5
19710,2423,1
19711,2248,1
19712,2248,1
19713,2250,1
19714,2250,1
19715,2279,2
19716,892,10
19717,2361,2
19718,2290,1.35
19719,2320,2
19720,2367,1
19721,2367,1
19722,2360,2.5
19723,49,1
19724,50,1
19725,24,0.5
19726,2321,0.5
19727,73,2.25
19728,175,3
19729,2243,1
19730,2243,2.2
19732,2293,1
19733,2293,1
19734,2293,1
19735,2293,1
19736,2293,1
19737,2208,1
19738,2424,6
19739,2423,1.45
19740,2248,1
19742,2293,2.25
19743,2293,1.75
19744,2208,1.2
19745,2423,1
19746,2503,1
19747,2503,1
19748,2504,1
19749,2504,1
19750,2504,1
19751,2504,1
19752,2504,1
19753,2504,1
19754,2291,0.3
19755,2504,2.5
19756,2503,2.65
19757,73,1.6
19758,2293,2.2
19759,2293,2.1
19760,2293,2
19762,2503,2.5
19763,2291,0.8
19764,2293,1.75
19765,2504,2.25
19766,2293,3
19767,2293,3.3
19768,2293,1.5
19769,2293,1.5
19770,2293,1.5
19771,2366,1.3
19772,2423,1.3
19773,2423,1.5
19774,2423,1.75
19775,2380,2
19776,2282,5.5
19777,2366,9
19778,2423,1
19779,2464,2
19780,2423,2.25
19781,2293,3
19782,2248,1
19783,1191,1.75
19784,73,1.75
19785,2243,2
19786,2295,3
19787,2369,1
19788,2295,1.3
19789,51,1
19790,58,1
19791,57,1
19792,2209,1
19793,75,0.4
19794,2250,1
19795,2208,1
19796,81,0.25
19797,2491,2.5
19798,2208,1
19799,2505,2
19800,317,1
19801,2208,1
19802,2208,1.2
19803,2209,1
19804,2209,1
19805,2208,1
19806,2209,1
19807,2208,1
19808,2208,1
19809,2209,1
19810,2209,1
19811,2209,1
19812,2209,1
19813,2208,1
19814,2208,1
19815,2208,1
19816,2209,1
19817,2208,1
19818,2209,1
19819,2209,1
19820,2209,1
19821,2208,1
19822,2208,1
19823,2209,1
19824,2208,1.05
19825,2208,1
19826,2209,1
19827,2208,1
19828,2209,1
19829,2208,1
19830,2209,1
19831,2208,1
19832,2209,1
19833,2208,1
19834,2209,1
19835,2208,1
19836,2209,1
19837,2208,1
19838,2270,1
19839,2270,1
19840,2208,1
19841,2367,1
19842,2367,1
19843,2367,0.85
19844,2270,1
19845,2270,1
19846,2209,1
19847,2270,1
19848,2270,1
19849,2270,1
19850,2371,1
19851,2367,1
19852,2371,1
19853,2371,1
19854,2367,1
19855,2371,1
19856,2371,1
19857,2371,1
19858,2371,1
19859,2371,1
19860,2371,1
19861,2371,1
19862,2371,1
19863,2371,1
19864,2371,1
19865,2371,1
19866,2371,1
19867,2371,1
19868,2371,1
19869,2313,1
19870,2313,1
19871,2400,1
19872,2400,1
19873,2400,1
19874,2289,3
19875,2285,2
19876,2371,2
19877,2449,1
19878,2449,1
19879,2267,1.25
19880,2267,1.25
19881,56,1
19882,2394,3.5
19883,2393,1.5
19884,2379,1.5
19885,2424,1.5
19886,2424,1.5
19887,37,1.5
19888,2361,2.5
19889,2423,1.5
19890,78,1.75
19891,2507,1
19892,2290,1.5
19893,2438,1.5
19894,1151,1.5
19895,1891,1.5
19896,2423,1
19897,159,1.5
19898,159,1.5
19899,2275,4
19900,2276,4
19901,551,1.5
19902,160,2.01
19903,2208,1
19904,831,1
19905,2503,2.65
19906,2503,2.65
19907,2503,2.65
19908,2503,2.65
19909,2504,3
19910,34,2.3
19911,2293,2.3
19912,2361,2
19913,2319,2
19914,2360,2.5
19915,2360,3
19916,591,3.25
19917,591,4
19918,49,1
19919,50,1
19920,2208,1
19921,1431,1
19922,33,1
19923,2401,1
19924,32,1
19925,2503,1
19926,1431,1
19927,33,1
19928,2401,1
19929,2503,1
19930,33,1
19931,2401,1
19932,2503,1
19933,1431,1
19934,33,1
19935,2401,1
19936,32,1
19937,2503,1
19938,1431,1
19939,33,1
19940,32,1
19941,2401,1
19942,182,1.5
19943,159,3
19944,2290,1.75
19945,68,2.5
19946,2423,2.25
19947,37,3
19948,37,3
19949,2424,3
19950,2424,3
19951,2379,2.5
19952,2393,2.5
19953,33,1
19954,2423,1
19955,2423,1
19956,2423,1
19957,2423,1
19958,2423,1
19959,2423,1.3
19960,2423,1.3
19961,2278,2
19962,2380,2.5
19963,24,0.5
19964,2423,1.5
19965,2208,1.5
19966,2208,1.25
19967,2209,1.25
19968,2209,1.25
19970,2208,1.25
19971,2267,2
19972,2293,2.2
19973,2293,2.1
19974,2295,3.1
19975,2361,1.5
19976,1851,1.35
19977,2360,3.5
19978,2248,1
19979,2438,1.3
19980,2479,1
19981,2442,1.25
19982,2360,2
19983,49,1
19984,52,1
19985,2366,0.15
19986,2366,0.15
19987,2366,0.15
19988,2307,1
19989,130,4
19990,2208,1.25
19991,130,4
19992,2209,1.25
19993,2208,1.25
19994,2209,1.25
19995,2438,1
19996,2438,1
19997,2438,1
19998,2438,1
19999,2366,0.15
20000,2273,2.5
20001,453,0.85
20002,2273,3
20003,831,1.5
20004,51,1
20005,2367,1.25
20006,52,1
20007,66,2
20008,66,0.3
20009,218,0.2
20010,218,0.2
20011,2411,4
20012,141,3
20013,453,2
20014,218,0.2
20015,218,0.2
20016,831,1.05
20017,2503,2
20018,1431,2.5
20019,2504,2
20020,51,1
20021,2482,1
20022,52,1
20023,2468,3
20024,1731,2.5
20025,2438,0.75
20026,2363,0.15
20027,2363,0.15
20028,2423,2.5
20029,2363,0.15
20030,110,2
20031,2248,1
20032,2248,1
20033,2208,2
20034,2250,1
20035,2250,1
20036,50,1
20037,2363,0.15
20038,56,1
20039,69,2
20040,2360,1
20041,2360,1
20042,2439,0.15
20043,50,1
20044,2360,2
20045,2360,1.5
20046,2360,2.5
20047,2360,2
20048,2482,0.25
20049,2488,0.25
20050,49,1
20051,51,1.65
20052,51,1.65
20053,52,1.65
20054,51,1.5
20055,51,1.5
20056,51,1.5
20057,51,1.5
20058,52,1.5
20059,52,1.5
20060,2208,1.1
20061,2209,1.1
20062,2270,1.45
20063,2270,1.3
20064,1311,0.25
20065,2508,1
20066,2270,1
20067,2270,1
20068,2270,1
20069,2371,1.3
20070,2509,1
20071,2442,3.5
20072,51,1.5
20073,51,1.5
20074,51,1.5
20075,182,1
20076,110,2
20077,182,1
20078,182,1
20079,183,1
20080,183,1
20081,182,1
20082,182,1
20083,183,1
20084,183,1
20085,182,1
20086,182,1
20087,183,1
20088,183,1
20089,391,1.8
20090,391,1.5
20091,51,1
20092,182,1.2
20093,2293,2
20094,2295,3
20095,2208,1.3
20096,2208,1.3
20097,2209,1.2
20098,2490,0.5
20099,2354,1.3
20100,2353,1.65
20101,2488,2.5
20102,2456,2
20103,222,5
20104,2290,0.5
20105,2248,1
20106,2248,1
20107,2250,1
20108,2250,1
20109,2250,0.9
20110,51,1.2
20111,182,1
20112,183,1
20113,51,1
20114,51,1
20115,52,1
20116,52,1
20117,51,1
20118,52,1
20119,2209,1
20120,2250,1
20121,55,1
20122,55,1.4
20123,56,1
20124,55,1.4
20125,931,3
20126,56,1.4
20127,2410,9
20128,2208,1.1
20129,55,1.4
20130,2208,1.55
20131,2208,1.2
20132,2208,1.2
20133,2208,1.2
20134,2208,1.2
20135,205,5
20136,51,1
20137,2284,1.3
20138,2386,1
20139,2380,0.4
20140,51,1
20141,51,1
20142,2438,1.35
20143,52,1
20144,2371,2
20145,185,1
20146,1631,2
20147,2270,2.25
20148,2284,1.3
20149,54,1
20150,53,1
20151,2284,1.3
20152,2284,1.3
20153,2284,1.3
20154,2284,1.3
20155,2270,0.5
20156,2270,4.5
20157,51,1.2
20158,2510,0.75
20160,2270,0.5
20161,2423,1.25
20162,110,5
20163,182,1
20164,2358,0.75
20165,2248,1.3
20166,2358,0.75
20167,2248,1.1
20168,2248,1.1
20169,2250,1.1
20170,2250,1.1
20171,182,1.2
20172,2503,2.35
20173,2504,2.35
20174,2423,1
20175,2423,1
20176,2209,3
20177,2208,3
20178,2208,3
20179,2208,3
20180,73,2
20181,2250,1
20182,2248,1
20183,2250,1
20184,2250,1
20185,2248,1
20186,2248,1
20187,2248,1
20188,2248,1
20189,2250,1
20190,2250,1
20191,2424,2.5
20192,59,1
20193,55,1
20194,2504,2
20195,2401,2.2
20196,51,1.25
20197,51,1.25
20198,51,1.25
20199,2353,1.5
20200,2353,2.5
20201,2353,2.25
20202,52,2
20203,51,2.2
20204,57,2
20205,2353,2.25
20206,58,2.2
20207,51,1
20208,51,1
20209,51,1
20210,52,1
20211,2511,1
20212,2354,1.8
20213,453,1.25
20214,37,2.25
20215,52,1
20216,2448,2
20217,2449,2
20218,2208,2
20219,51,1.25
20220,52,1.2
20221,51,1.2
20222,2209,1
20223,453,0.85
20224,2488,0.25
20225,53,1.2
20226,2380,0.25
20227,2227,0.5
20228,51,1
20229,377,1
20230,377,1.5
20231,376,1.5
20232,2354,1.75
20233,51,1.2
20234,51,1.15
20235,2353,2.5
20236,2208,3
20237,2209,3
20238,2371,2.5
20239,2514,5
20240,185,1
20241,2504,2
20242,2512,1
20243,53,1
20244,51,1
20245,1391,2
20247,2291,0.6
20249,67,2
20250,188,2.5
20251,49,1.2
20252,51,1.2
20253,2250,1.2
20254,2367,1.2
20255,2367,1.1
20256,50,1.1
20257,52,1.1
20258,2248,1.1
20259,2310,1.3
20260,2311,1.3
20261,2488,2.5
20262,2307,0.5
20263,2363,0.75
20264,2513,1
20265,2291,0.2
20266,2208,1
20267,2209,1
20268,49,1
20269,182,1
20270,2250,1
20271,2284,1.6
20272,2311,1.6
20273,2284,1.6
20274,2310,1.6
20275,2208,1
20276,2310,1.6
20277,2208,1
20278,2311,1.6
20279,2367,1
20280,2367,1.3
20281,2514,1
20282,2283,2.4
20283,2270,1.8
20284,2270,1.1
20285,2270,0.8
20286,2250,1
20287,2248,1
20288,2248,1
20289,2250,1
20290,2248,1
20291,32,1.2
20292,2296,5
20293,373,0.6
20294,1211,1.15
20295,2423,3.5
20296,49,1
20297,2515,2
20298,2515,1
20299,2515,1
20300,2286,1
20301,53,1
20302,53,1
20303,51,1
20304,51,1
20305,2209,1
20306,2390,2.5
20307,2515,1
20308,2515,2
20309,2515,2
20310,2208,1
20311,2208,1
20312,2367,1
20313,2248,1
20314,2250,1
20315,2248,1
20316,52,1
20317,53,1
20318,55,1
20319,59,1
20320,183,1
20321,185,1
20322,2209,1
20323,2250,1
20324,24,1
20325,182,1
20326,831,1
20327,373,0.45
20328,2248,1.1
20329,911,1.5
20330,2424,1
20331,182,1
20332,183,1
20333,2367,1.3
20334,2367,1.1
20335,2208,1.2
20336,2208,1.2
20337,2209,1.2
20338,2209,1.2
20339,2208,1.2
20340,2208,1.2
20341,2209,1.2
20342,2209,1.2
20343,2208,1.5
20344,2516,1
20345,1391,1
20346,2335,4
20347,2286,2
20348,2286,2.5
20349,1391,1
20350,2208,1
20351,2208,1
20352,2209,1
20353,2209,1
20354,2208,1
20355,2208,1
20356,2209,1
20357,2209,1
20358,2449,1.5
20359,2435,1
20360,2208,1
20361,2208,1
20362,2209,1
20363,2209,1
20364,11,2
20365,144,1.15
20366,2537,1
20367,1731,1
20368,2208,1
20369,2208,1
20370,2209,1
20371,2209,1
20372,2307,2
20373,2307,2
20374,2518,1
20375,38,1.75
20376,38,2.5
20377,49,1.15
20378,50,1.15
20379,52,1.15
20380,2248,1.15
20381,2299,1.75
20382,2307,2.5
20383,2307,2
20384,2209,1
20385,37,3.5
20386,2424,2
20387,37,2
20388,2367,1
20389,2527,2
20390,2289,0.5
20391,52,1
20392,52,1
20393,51,1
20394,51,1
20395,51,1
20396,52,1
20397,2248,1.75
20398,2367,1.3
20399,2514,1
20400,2514,1
20401,2514,1
20402,2514,1
20403,2514,1
20404,2514,1
20405,2514,1
20406,2514,1
20407,2514,1
20408,2514,1
20409,2514,1
20410,2514,1
20411,2514,1
20412,2514,1
20413,2514,1
20414,2514,1
20415,2514,1
20416,51,1
20417,811,1
20418,182,1.1
20419,2423,1.25
20420,56,1
20421,2367,1.3
20422,2367,1.2
20423,2423,1.35
20424,82,2
20425,82,2.25
20426,51,1
20427,53,1
20428,831,1
20429,831,1
20430,832,1
20431,160,4
20432,591,2.75
20433,69,2
20434,2208,1.2
20435,2208,1.2
20436,2208,1
20437,2248,1
20438,831,1
20439,2367,1.3
20440,2367,1.3
20441,2367,1.3
20442,182,1
20443,53,1
20444,53,1
20445,54,1
20446,54,1
20447,51,1
20448,51,1
20449,52,1
20450,52,1
20451,51,1.2
20452,52,1.2
20453,51,1.2
20454,52,1.2
20455,2208,1
20456,2514,1.6
20457,51,1.4
20458,2208,1.25
20459,185,1.2
20460,58,1.2
20461,53,1.2
20462,2248,1.3
20463,53,1.15
20464,182,1.25
20465,2215,1.45
20466,2423,1.25
20467,2423,1.25
20468,2423,1.15
20469,2402,2
20470,2353,2.25
20471,2310,2.5
20472,185,1
20473,2514,1.5
20474,182,1
20475,51,1.45
20476,2210,2
20477,203,2
20478,2367,1
20479,931,3
20480,49,1.15
20481,51,1.15
20482,2250,1.15
20483,2367,1.15
20484,49,1.15
20485,50,1.15
20486,52,1.15
20487,2248,1.1
20488,74,1
20489,51,1
20490,51,1
20491,52,1
20492,52,1
20493,2299,2
20494,2299,2
20495,52,1
20496,52,1
20497,52,1
20498,52,1
20499,2299,1
20500,2299,1
20501,2299,1
20502,2299,1
20503,52,1
20504,52,1
20505,52,1
20506,52,1
20507,2299,1
20508,2299,1
20509,2275,2.5
20510,2519,1
20511,2520,1
20512,2521,1
20513,2521,2
20514,2208,2.25
20515,2520,1.25
20516,2479,2
20517,2479,3
20518,2248,1.2
20519,2479,4
20520,183,1
20521,2522,1.5
20522,2539,3.5
20523,2367,1.2
20524,78,2.2
20525,2449,1
20526,2449,1
20527,2449,1
20528,2449,1
20529,2449,1
20530,2285,1
20531,551,2
20532,2449,1.5
20533,2424,6
20534,2423,1
20535,37,1.75
20536,2284,2.3
20537,2367,1
20538,2278,2
20539,2479,0.5
20540,2479,0.5
20541,2479,3
20542,2523,1
20543,2524,1
20544,207,2
20545,2525,1
20546,2526,1
20547,2488,1.85
20548,2284,2.3
20550,2248,1
20551,2248,1
20552,2250,1
20553,2250,1
20554,2514,2.5
20555,2514,2
20556,2514,2.5
20557,2423,1.25
20558,2250,1
20559,1731,1.3
20560,2246,1.5
20561,51,1.6
20562,51,1
20563,52,1
20564,2248,1
20565,2248,1
20566,2248,1.1
20567,2248,1.1
20568,931,3
20569,2248,2
20570,371,1
20571,2319,2
20572,2311,1.45
20573,2284,1.55
20574,2284,1.6
20575,2310,1.65
20576,2310,1.5
20577,1731,1.5
20578,2208,1
20579,2209,1
20580,182,1
20581,183,1
20582,831,1
20583,832,1
20584,60,1
20585,59,1
20586,2284,1.5
20587,2310,1.8
20588,373,0.6
20589,373,0.6
20590,2449,2
20591,203,0.8
20592,2538,3.5
20593,2527,1
20594,207,1
20595,2528,1
20596,2490,2
20597,2307,4
20598,2284,1.75
20599,2310,1.9
20600,218,3.5
20601,2310,1.3
20602,2310,1.3
20603,2310,1.45
20604,141,1
20605,2464,0.75
20606,2320,2
20607,130,0.9
20608,207,0.1
20609,110,5
20610,2367,1.25
20611,2488,0.25
20612,59,1
20613,182,1
20614,183,1
20615,182,1
20616,183,1
20617,2528,1.7
20618,59,1
20619,60,1
20620,56,1
20621,55,1
20622,832,1
20623,51,1.5
20624,51,1.2
20625,51,1.2
20626,51,1.2
20627,51,1.2
20628,2529,1.5
20630,43,1.2
20631,2208,1.25
20632,2209,1
20633,2208,1.25
20634,43,3.5
20635,2367,1.5
20636,2367,1.5
20637,2367,1.5
20638,2367,1.5
